somaImg(rgb(erodir(rgb(bilateral(dilatar(dilatar(dilatar(ruído(5, 13), div(5, 1)), mod(min(21, 8), log(8, 3))), avg(log(mod(8, 8), cos(8)), mult(log(2, 1), soma(34, 89)))), max(mod(55, 3), min(8, 5)))), max(avg(89, 55), sub(55, 2)))), erodir(somaImg(rgb(rgb(xadrez(WHITE, 5))), ruído(sub(div(2, sen(5)), div(21, 5)), sen(8)), soma(cos(3), log(3, 8))), sub(cos(log(3, 8)), div(sen(21), sen(13)))), log(div(mult(div(13, 34), mult(55, 8)), div(cos(8), sen(3))), max(avg(log(13, 55), max(5, 13)), sen(min(1, 2)))))

0,0.00026,0.61731,0.37905,0.24524,120.96
1,0.46029,0.61731,0.56829,0.02524,91.76
2,0.54700,0.64962,0.59660,0.01934,158.52
3,0.58790,0.68800,0.61674,0.01876,222.90
4,0.60202,0.68800,0.63947,0.02295,312.07
5,0.61731,0.68820,0.66842,0.01693,402.13
6,0.64962,0.69938,0.68459,0.00848,480.89
7,0.68469,0.70378,0.69055,0.00446,648.85
8,0.68800,0.70386,0.69500,0.00548,681.14
9,0.69133,0.70685,0.70082,0.00359,765.83
10,0.69202,0.71234,0.70362,0.00227,968.11
11,0.70235,0.71671,0.70607,0.00292,994.23
12,0.70378,0.75392,0.70915,0.00634,1059.02
13,0.68927,0.75392,0.71547,0.01207,981.99
14,0.70616,0.75392,0.72239,0.01490,943.42
15,0.70878,0.76273,0.73516,0.01788,1036.76
